Age,Job,Education,HouseLoan,PersonalLoan,Contact,LMonth,LDayofWeek,LDuration,Campaign,PDays,PCampaign,Y,Marital_divorced,Marital_married,Marital_single,Marital_unknown,CreditDefault_no,CreditDefault_unknown,CreditDefault_yes,POutcome_failure,POutcome_nonexistent,POutcome_success
-0.097478193,2,3,0,1,0,6,4,-0.032407407,2.5,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.097478193,4,3,1,0,1,7,3,-0.444444444,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.479251983,1,2,0,0,0,6,3,-0.337962963,0,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.001356497,0,3,0,0,0,6,3,0.884259259,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0.863738767,0,3,0,0,1,1,3,-0.763888889,5.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.767617071,9,3,1,1,0,6,0,-0.300925926,0,0,0,0,0,0,1,0,1,0,0,0,1,0
-1.443181938,0,3,0,0,0,6,3,0.407407407,0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
0.863738767,1,7,1,0,1,3,4,0.481481481,-0.5,0,0,0,1,0,0,0,0,1,0,0,1,0
-0.67420837,1,2,0,0,1,6,1,-0.231481481,0.5,0,0,0,0,0,1,0,0,1,0,0,1,0
-0.481964978,7,2,0,0,1,3,0,-0.550925926,0,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.67420837,2,6,0,0,1,3,1,1.99537037,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.385843281,3,0,0,0,0,4,1,-0.12962963,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.863738767,0,3,0,0,0,6,3,0.847222222,1.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.962573458,4,6,0,0,1,6,0,-0.523148148,-0.5,0,1,0,0,1,0,0,1,0,0,1,0,0
3.555146256,5,0,-1,-1,1,3,3,0.175925926,0,4,1,1,0,1,0,0,1,0,0,0,0,1
-0.578086674,4,6,1,0,0,6,0,0.310185185,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.767617071,4,6,0,0,1,6,2,-0.680555556,2,0,0,0,1,0,0,0,0,1,0,0,1,0
0.383130287,4,3,0,1,0,3,1,-0.49537037,1.5,0,0,0,0,1,0,0,0,1,0,0,1,0
0.959860463,10,5,0,0,0,6,2,0.041666667,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.863738767,1,2,0,0,1,3,2,-0.212962963,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
-1.15481685,0,6,0,0,1,1,2,1.430555556,1.5,0,0,1,0,0,1,0,1,0,0,0,1,0
0.959860463,1,2,0,0,0,6,0,3.231481481,0.5,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.001356497,0,3,1,0,1,4,3,-0.12037037,-0.5,0,1,0,0,0,1,0,1,0,0,1,0,0
0.767617071,7,2,0,0,1,6,0,-0.75,3,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.770330066,9,6,1,1,0,3,2,-0.601851852,2,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.058695154,0,3,0,0,0,4,1,0.347222222,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.058695154,0,3,1,0,0,6,1,-0.712962963,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
1.440468943,2,6,0,0,1,7,0,-0.324074074,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0.479251983,11,7,1,0,0,6,2,-0.574074074,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1.152103855,9,5,1,0,0,4,1,-0.574074074,3,0,0,0,1,0,0,0,0,1,0,0,1,0
-0.770330066,9,6,1,0,1,6,4,-0.486111111,1,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.193599889,9,5,1,0,0,6,3,-0.125,0,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.67420837,0,6,1,0,1,8,0,0.24537037,-0.5,0,0,1,0,0,1,0,1,0,0,0,1,0
-1.058695154,9,5,1,0,1,1,2,-0.398148148,1,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.289721585,0,6,1,0,1,1,3,0.083333333,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3.843511344,5,0,1,0,1,5,2,-0.111111111,-0.5,0,0,1,0,1,0,0,1,0,0,0,1,0
1.632712335,4,6,1,0,0,7,0,-0.328703704,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.289721585,1,2,1,0,0,6,2,1.962962963,1,0,0,1,1,0,0,0,1,0,0,0,1,0
-0.001356497,0,3,0,1,0,6,0,-0.444444444,0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
0.287008591,7,7,1,1,1,3,3,1.402777778,2.5,0,0,0,1,0,0,0,0,1,0,0,1,0
-1.731547026,1,0,1,0,0,7,2,-0.759259259,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
0.094765199,6,5,1,0,1,6,2,-0.62037037,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.481964978,1,1,1,0,1,3,1,-0.125,-0.5,0,0,0,0,0,1,0,0,1,0,0,1,0
-0.289721585,1,2,0,0,0,3,1,-0.00462963,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.383130287,9,5,1,0,1,6,2,0.300925926,0.5,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.770330066,1,3,0,0,0,3,2,0.25,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1.921077423,5,0,0,0,1,1,3,0.703703704,0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.385843281,1,7,1,0,1,6,2,-0.226851852,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
1.055982159,0,6,-1,-1,0,6,4,-0.092592593,0,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.385843281,2,6,0,0,0,6,4,0.953703704,0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.575373679,7,3,1,0,1,0,4,0.097222222,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.962573458,4,6,0,0,1,0,4,0.296296296,0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.67420837,0,6,0,0,1,9,1,0.875,0.5,0,0,1,0,1,0,0,1,0,0,0,1,0
-0.385843281,0,3,1,1,1,6,1,0.388888889,-0.5,11,1,0,0,1,0,0,0,1,0,0,0,1
-1.250938546,10,2,0,0,1,0,0,-0.611111111,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-0.289721585,7,3,1,1,0,6,2,-0.49537037,0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
0.959860463,2,3,1,1,1,6,0,5.305555556,2,0,1,0,0,1,0,0,1,0,0,1,0,0
-0.289721585,7,3,1,0,1,6,4,-0.231481481,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.539303634,9,6,1,0,1,0,2,-0.046296296,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.866451762,3,0,0,0,0,4,4,-0.412037037,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.962573458,0,3,1,0,1,6,2,-0.699074074,3,0,1,0,0,0,1,0,1,0,0,1,0,0
-0.67420837,0,3,0,0,0,6,4,0.587962963,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.863738767,0,6,1,0,1,1,2,0.37037037,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.863738767,1,2,1,0,0,6,4,-0.046296296,0,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.866451762,9,3,0,0,1,1,3,0.050925926,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.962573458,10,2,0,0,1,3,0,-0.12037037,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.058695154,9,7,1,0,1,3,0,1.037037037,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.094765199,9,5,1,1,1,1,0,0.388888889,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.001356497,0,6,0,0,1,1,1,-0.726851852,5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.094765199,1,0,1,0,0,4,4,-0.268518519,-0.5,0,0,0,1,0,0,0,1,0,0,0,1,0
0.190886895,1,2,0,0,0,6,1,-0.032407407,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.289721585,7,3,0,0,0,4,0,-0.300925926,1,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.578086674,0,6,1,0,1,6,0,1.050925926,0.5,9,3,1,0,1,0,0,1,0,0,1,0,0
1.055982159,7,1,1,0,1,3,0,-0.611111111,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.097478193,3,3,1,0,0,6,0,-0.550925926,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.67420837,9,3,0,0,0,6,3,0.125,-0.5,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.097478193,1,3,0,0,0,6,1,0.467592593,-0.5,0,0,0,1,0,0,0,1,0,0,0,1,0
-1.250938546,6,6,1,0,0,4,0,0.296296296,0,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.385843281,4,6,0,0,1,3,1,0.601851852,1.5,0,0,0,0,0,1,0,1,0,0,0,1,0
0.287008591,6,6,1,1,0,4,4,6.050925926,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
0.190886895,6,6,0,1,1,3,1,-0.393518519,0,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.481964978,4,6,0,0,1,0,2,0.902777778,-0.5,0,0,1,0,1,0,0,1,0,0,0,1,0
-1.15481685,0,3,1,0,1,5,0,0.555555556,-0.5,0,0,1,0,0,1,0,1,0,0,0,1,0
0.671495375,1,2,0,1,0,6,0,0.657407407,-0.5,0,0,0,1,0,0,0,1,0,0,0,1,0
1.440468943,0,6,0,0,1,7,1,-0.175925926,-0.5,0,0,0,0,0,1,0,0,1,0,0,1,0
-0.578086674,7,3,0,0,1,6,3,0.300925926,1.5,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.578086674,1,0,1,0,1,7,3,-0.430555556,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.383130287,6,2,0,0,1,1,1,-0.203703704,4,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.097478193,1,7,0,0,0,3,4,0.175925926,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.863738767,7,3,0,0,0,6,4,0.319444444,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.385843281,1,3,0,0,0,6,1,-0.416666667,0,0,0,0,0,0,1,0,0,1,0,0,1,0
-0.289721585,4,6,0,1,0,4,1,-0.00462963,2.5,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.289721585,0,6,1,0,1,1,3,0.814814815,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.001356497,0,3,1,0,1,3,3,2.106481481,0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
1.824955727,9,6,0,0,1,8,1,0.407407407,-0.5,0,1,0,0,1,0,0,1,0,0,1,0,0
0.863738767,1,0,1,0,1,1,0,-0.736111111,0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
1.248225551,0,6,1,0,1,4,0,0.574074074,0,4,1,1,0,0,1,0,1,0,0,0,0,1
1.632712335,1,3,0,0,0,4,3,-0.041666667,0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
0.287008591,9,1,1,0,0,6,4,0.375,0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
1.344347247,2,5,0,0,1,7,3,7.75462963,-0.5,0,0,1,0,1,0,0,1,0,0,0,1,0
1.055982159,0,3,1,1,1,7,3,0.712962963,0,7,4,1,1,0,0,0,1,0,0,1,0,0
-0.481964978,1,0,1,0,1,3,3,-0.263888889,-0.5,0,0,0,1,0,0,0,1,0,0,0,1,0
1.248225551,0,6,0,0,0,3,0,-0.277777778,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
1.248225551,2,6,1,0,1,7,1,-0.518518519,-0.5,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.578086674,0,6,1,0,0,3,2,0.703703704,0.5,0,1,1,1,0,0,0,1,0,0,1,0,0
0.959860463,3,3,1,0,0,4,4,2.699074074,1,0,0,0,1,0,0,0,0,1,0,0,1,0
-0.097478193,0,6,0,0,1,1,2,-0.166666667,4,0,0,0,0,1,0,0,0,1,0,0,1,0
-1.250938546,8,3,1,0,1,6,3,-0.643518519,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-1.250938546,4,6,1,0,1,9,3,-0.199074074,0,5,2,0,0,0,1,0,1,0,0,0,0,1
0.383130287,1,0,1,0,0,6,2,-0.342592593,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-1.058695154,6,6,0,0,1,7,2,-0.106481481,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.190886895,1,0,1,0,0,6,0,-0.5,0,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.866451762,9,3,1,0,1,0,0,1.925925926,-0.5,0,1,0,0,0,1,0,1,0,0,1,0,0
-1.058695154,9,5,0,0,1,3,4,0.384259259,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1.921077423,5,6,1,0,0,6,0,1.833333333,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
-1.15481685,6,6,0,1,1,6,1,0.625,-0.5,0,0,1,0,0,1,0,1,0,0,0,1,0
-1.15481685,1,2,1,0,1,6,3,0.972222222,-0.5,0,0,1,0,1,0,0,1,0,0,0,1,0
-0.001356497,7,3,0,0,1,6,4,0.305555556,1,0,1,0,0,1,0,0,1,0,0,1,0,0
-0.481964978,0,3,0,0,0,6,4,-0.763888889,8.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.385843281,7,3,0,0,1,3,0,0.342592593,0,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.385843281,1,1,-1,-1,0,6,1,0.046296296,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
0.863738767,0,3,1,1,1,3,1,0.384259259,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.671495375,0,6,0,1,0,6,3,-0.189814815,0,0,0,0,0,1,0,0,0,1,0,0,1,0
-1.058695154,0,6,0,1,1,1,2,0.185185185,0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.481964978,1,2,0,1,0,6,0,0.055555556,2,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.67420837,0,5,0,0,0,4,0,-0.324074074,1,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.15481685,7,3,1,0,0,6,1,0.638888889,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
0.383130287,9,5,0,0,0,6,1,2.657407407,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.578086674,4,6,0,0,1,3,2,0.356481481,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0.767617071,0,3,0,0,0,6,2,-0.527777778,0,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.193599889,9,5,0,0,0,6,2,1.185185185,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.097478193,7,3,0,0,1,3,3,0.541666667,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.481964978,1,0,0,0,1,6,0,-0.777777778,1.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-1.347060242,0,6,1,0,1,3,1,0.092592593,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0.767617071,0,3,1,1,1,3,2,-0.537037037,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
0.094765199,1,2,1,1,1,6,1,0.046296296,3,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.289721585,1,1,0,0,1,6,2,2.106481481,0,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.193599889,9,6,1,0,0,4,3,0.402777778,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
0.479251983,1,0,0,1,1,6,3,1.00462963,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
0.479251983,1,1,1,0,1,7,1,2.388888889,0,0,0,1,0,1,0,0,0,1,0,0,1,0
-0.385843281,8,2,1,0,0,4,2,-0.018518519,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
0.479251983,1,0,1,1,0,4,3,2.986111111,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
0.479251983,0,6,1,1,1,7,0,-0.513888889,3.5,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.481964978,0,3,1,0,1,6,1,-0.425925926,-0.5,0,1,0,1,0,0,0,1,0,0,1,0,0
-0.001356497,1,0,0,0,0,4,1,4.898148148,0,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.193599889,10,0,0,0,1,3,3,0.069444444,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.097478193,0,3,1,0,0,0,3,0.041666667,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
1.152103855,3,1,1,0,1,1,0,0.12962963,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.289721585,2,2,0,0,1,6,1,0.449074074,-0.5,10,1,0,0,1,0,0,1,0,0,0,0,1
-0.67420837,0,3,1,0,1,8,1,-0.550925926,0,7,2,0,0,0,1,0,1,0,0,1,0,0
-0.67420837,0,6,1,0,1,0,0,0.935185185,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0.863738767,1,0,1,0,0,6,2,0.472222222,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.193599889,0,3,1,0,1,6,0,-0.805555556,1.5,0,1,0,0,1,0,0,1,0,0,1,0,0
-0.578086674,9,5,1,0,1,1,2,0.490740741,3.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.193599889,1,2,1,0,1,6,3,0.444444444,-0.5,0,1,0,0,1,0,0,0,1,0,1,0,0
1.536590639,6,2,-1,-1,1,1,2,-0.180555556,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.962573458,10,3,0,0,1,6,1,1.097222222,-0.5,4,1,1,0,1,0,0,1,0,0,0,0,1
-1.539303634,8,5,1,0,1,0,2,1.078703704,-0.5,0,0,1,0,0,1,0,1,0,0,0,1,0
-0.385843281,9,7,1,0,0,6,3,0.657407407,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.001356497,9,2,0,0,1,7,4,-0.560185185,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.058695154,7,6,0,1,1,4,0,-0.421296296,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.058695154,1,2,1,0,1,3,1,-0.064814815,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.575373679,0,3,1,0,1,0,1,-0.791666667,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
1.055982159,0,3,0,1,0,4,2,0.194444444,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.250938546,7,3,1,0,1,3,1,0.583333333,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1.728834031,4,6,1,0,1,6,1,1.5,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.058695154,9,6,1,0,1,4,4,-0.365740741,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
